As of Date,Company,Account,AU,Currency,Primary Account,Secondary Account,GL Balance,iHub Balance,Balance Difference,Match Status
16-01-2024,0,941109,4929,USD,ALL OTHER DEFERRED,ALL OTHER PRINCIPAL,41239,27815,13424,Break
16-01-2024,2,731067,4398,EUR,ALL OTHER PRINCIPAL,ALL OTHER PRINCIPAL,3553,4284,-731,Break
17-01-2024,0,861486,62695,EUR,ALL OTHER PRINCIPAL,ALL OTHER PRINCIPAL,70714,70714,0,Match
18-01-2024,1,521127,62695,EUR,ALL OTHER DEFERRED,ALL OTHER PRINCIPAL,30138,30138,0,Match
18-01-2024,1,287558,4929,EUR,ALL OTHER PRINCIPAL,ALL OTHER PRINCIPAL,27321,27321,0,Match
18-01-2024,2,812567,62695,USD,ALL OTHER DEFERRED,ALL OTHER DEFERRED,80939,80939,0,Match
19-01-2024,1,287558,4929,EUR,ALL OTHER PRINCIPAL,ALL OTHER PRINCIPAL,80263,80263,0,Match
19-01-2024,0,593032,62695,GBP,ALL OTHER DEFERRED,ALL OTHER DEFERRED,6324,6324,0,Match
21-01-2024,3,618986,4929,EUR,ALL OTHER DEFERRED,ALL OTHER PRINCIPAL,44020,44020,0,Match
21-01-2024,3,350824,4929,EUR,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,90965,90965,0,Match
21-01-2024,1,521127,62695,EUR,ALL OTHER DEFERRED,ALL OTHER PRINCIPAL,6891,55811,-48920,Break
21-01-2024,2,812567,62695,USD,ALL OTHER DEFERRED,ALL OTHER DEFERRED,70967,70967,0,Match
22-01-2024,2,791584,4929,GBP,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,46627,90921,-44294,Break
23-01-2024,0,221956,4398,EUR,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,23201,9393,13808,Break
23-01-2024,0,221956,4398,EUR,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,92745,92745,0,Match
24-01-2024,2,812567,62695,USD,ALL OTHER DEFERRED,ALL OTHER DEFERRED,44486,44486,0,Match
24-01-2024,1,287558,4929,EUR,ALL OTHER PRINCIPAL,ALL OTHER PRINCIPAL,80117,80117,0,Match
24-01-2024,2,812567,62695,USD,ALL OTHER DEFERRED,ALL OTHER DEFERRED,4952,4952,0,Match
25-01-2024,1,521127,62695,EUR,ALL OTHER DEFERRED,ALL OTHER PRINCIPAL,99470,5358,94112,Break
25-01-2024,1,851591,62695,EUR,ALL OTHER DEFERRED,ALL OTHER DEFERRED,41520,41520,0,Match
26-01-2024,1,851591,62695,EUR,ALL OTHER DEFERRED,ALL OTHER DEFERRED,56112,56112,0,Match
27-01-2024,0,861486,62695,EUR,ALL OTHER PRINCIPAL,ALL OTHER PRINCIPAL,12739,12739,0,Match
29-01-2024,1,605563,4398,GBP,ALL OTHER DEFERRED,ALL OTHER PRINCIPAL,33838,3419,30419,Break
30-01-2024,3,618986,4929,EUR,ALL OTHER DEFERRED,ALL OTHER PRINCIPAL,93096,93096,0,Match
30-01-2024,1,521127,62695,EUR,ALL OTHER DEFERRED,ALL OTHER PRINCIPAL,44036,44036,0,Match
30-01-2024,0,926960,62695,EUR,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,10947,10947,0,Match
30-01-2024,0,959126,4398,GBP,ALL OTHER DEFERRED,ALL OTHER PRINCIPAL,68390,91070,-22680,Break
31-01-2024,3,350824,4929,EUR,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,97403,14349,83054,Break
31-01-2024,0,959126,4398,GBP,ALL OTHER DEFERRED,ALL OTHER PRINCIPAL,28540,28540,0,Match
31-01-2024,2,731067,4398,EUR,ALL OTHER PRINCIPAL,ALL OTHER PRINCIPAL,17603,56679,-39076,Break
02-02-2024,0,285384,62695,GBP,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,88808,88808,0,Match
03-02-2024,0,926960,62695,EUR,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,68951,68951,0,Match
03-02-2024,1,851591,62695,EUR,ALL OTHER DEFERRED,ALL OTHER DEFERRED,84720,84720,0,Match
04-02-2024,0,926960,62695,EUR,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,9340,9340,0,Match
04-02-2024,0,408013,4929,EUR,ALL OTHER PRINCIPAL,ALL OTHER PRINCIPAL,61275,61275,0,Match
04-02-2024,1,521127,62695,EUR,ALL OTHER DEFERRED,ALL OTHER PRINCIPAL,31537,6551,24986,Break
04-02-2024,0,593032,62695,GBP,ALL OTHER DEFERRED,ALL OTHER DEFERRED,99699,99699,0,Match
04-02-2024,2,731067,4398,EUR,ALL OTHER PRINCIPAL,ALL OTHER PRINCIPAL,38361,36165,2196,Break
05-02-2024,0,593032,62695,GBP,ALL OTHER DEFERRED,ALL OTHER DEFERRED,22934,22934,0,Match
08-02-2024,0,926960,62695,EUR,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,78506,20909,57597,Break
08-02-2024,0,959126,4398,GBP,ALL OTHER DEFERRED,ALL OTHER PRINCIPAL,14284,14284,0,Match
08-02-2024,3,107844,4929,GBP,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,22087,21086,1001,Break
09-02-2024,0,221956,4398,EUR,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,14157,28786,-14629,Break
09-02-2024,1,605563,4398,GBP,ALL OTHER DEFERRED,ALL OTHER PRINCIPAL,88665,88665,0,Match
10-02-2024,0,861486,62695,EUR,ALL OTHER PRINCIPAL,ALL OTHER PRINCIPAL,61731,61731,0,Match
10-02-2024,0,941109,4929,USD,ALL OTHER DEFERRED,ALL OTHER PRINCIPAL,47571,47571,0,Match
11-02-2024,1,287558,4929,EUR,ALL OTHER PRINCIPAL,ALL OTHER PRINCIPAL,96571,89774,6797,Break
11-02-2024,3,618986,4929,EUR,ALL OTHER DEFERRED,ALL OTHER PRINCIPAL,69445,69445,0,Match
12-02-2024,3,618986,4929,EUR,ALL OTHER DEFERRED,ALL OTHER PRINCIPAL,88699,88699,0,Match
12-02-2024,1,521127,62695,EUR,ALL OTHER DEFERRED,ALL OTHER PRINCIPAL,34807,40464,-5657,Break
13-02-2024,0,926960,62695,EUR,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,19021,19021,0,Match
14-02-2024,3,954576,4398,EUR,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,10255,69849,-59594,Break
14-02-2024,1,605563,4398,GBP,ALL OTHER DEFERRED,ALL OTHER PRINCIPAL,7882,55885,-48003,Break
15-02-2024,2,731067,4398,EUR,ALL OTHER PRINCIPAL,ALL OTHER PRINCIPAL,43239,43239,0,Match
15-02-2024,1,851591,62695,EUR,ALL OTHER DEFERRED,ALL OTHER DEFERRED,71492,71492,0,Match
15-02-2024,1,287558,4929,EUR,ALL OTHER PRINCIPAL,ALL OTHER PRINCIPAL,85880,85880,0,Match
16-02-2024,3,954576,4398,EUR,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,33789,33789,0,Match
16-02-2024,2,812567,62695,USD,ALL OTHER DEFERRED,ALL OTHER DEFERRED,74296,69465,4831,Break
16-02-2024,2,791584,4929,GBP,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,13589,13589,0,Match
16-02-2024,1,851591,62695,EUR,ALL OTHER DEFERRED,ALL OTHER DEFERRED,51853,13209,38644,Break
16-02-2024,1,605563,4398,GBP,ALL OTHER DEFERRED,ALL OTHER PRINCIPAL,30756,68953,-38197,Break
17-02-2024,1,851591,62695,EUR,ALL OTHER DEFERRED,ALL OTHER DEFERRED,25125,25125,0,Match
18-02-2024,0,221956,4398,EUR,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,47258,47258,0,Match
18-02-2024,0,408013,4929,EUR,ALL OTHER PRINCIPAL,ALL OTHER PRINCIPAL,2065,2065,0,Match
18-02-2024,0,408013,4929,EUR,ALL OTHER PRINCIPAL,ALL OTHER PRINCIPAL,82509,82509,0,Match
18-02-2024,3,107844,4929,GBP,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,19615,47148,-27533,Break
19-02-2024,0,221956,4398,EUR,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,5314,5314,0,Match
19-02-2024,0,959126,4398,GBP,ALL OTHER DEFERRED,ALL OTHER PRINCIPAL,10673,95523,-84850,Break
19-02-2024,1,851591,62695,EUR,ALL OTHER DEFERRED,ALL OTHER DEFERRED,47632,47632,0,Match
20-02-2024,0,959126,4398,GBP,ALL OTHER DEFERRED,ALL OTHER PRINCIPAL,27660,27660,0,Match
21-02-2024,2,791584,4929,GBP,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,69589,69589,0,Match
22-02-2024,0,408013,4929,EUR,ALL OTHER PRINCIPAL,ALL OTHER PRINCIPAL,86550,86550,0,Match
23-02-2024,2,731067,4398,EUR,ALL OTHER PRINCIPAL,ALL OTHER PRINCIPAL,82854,82854,0,Match
23-02-2024,2,791584,4929,GBP,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,52112,10946,41166,Break
23-02-2024,3,107844,4929,GBP,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,3263,3263,0,Match
24-02-2024,3,350824,4929,EUR,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,26884,26884,0,Match
25-02-2024,1,521127,62695,EUR,ALL OTHER DEFERRED,ALL OTHER PRINCIPAL,17972,3697,14275,Break
26-02-2024,0,593032,62695,GBP,ALL OTHER DEFERRED,ALL OTHER DEFERRED,2980,2980,0,Match
26-02-2024,0,861486,62695,EUR,ALL OTHER PRINCIPAL,ALL OTHER PRINCIPAL,56619,56619,0,Match
27-02-2024,0,593032,62695,GBP,ALL OTHER DEFERRED,ALL OTHER DEFERRED,50435,41418,9017,Break
28-02-2024,3,954576,4398,EUR,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,31522,31522,0,Match
28-02-2024,0,861486,62695,EUR,ALL OTHER PRINCIPAL,ALL OTHER PRINCIPAL,73120,73120,0,Match
28-02-2024,2,791584,4929,GBP,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,55642,46649,8993,Break
28-02-2024,3,107844,4929,GBP,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,22505,22505,0,Match
29-02-2024,2,812567,62695,USD,ALL OTHER DEFERRED,ALL OTHER DEFERRED,97469,40426,57043,Break
29-02-2024,1,287558,4929,EUR,ALL OTHER PRINCIPAL,ALL OTHER PRINCIPAL,30799,30799,0,Match
01-03-2024,2,791584,4929,GBP,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,5480,5480,0,Match
02-03-2024,3,107844,4929,GBP,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,68534,68534,0,Match
03-03-2024,2,812567,62695,USD,ALL OTHER DEFERRED,ALL OTHER DEFERRED,75997,74528,1469,Break
03-03-2024,3,618986,4929,EUR,ALL OTHER DEFERRED,ALL OTHER PRINCIPAL,39669,39669,0,Match
03-03-2024,3,350824,4929,EUR,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,87395,87395,0,Match
03-03-2024,0,926960,62695,EUR,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,60164,7991,52173,Break
05-03-2024,2,791584,4929,GBP,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,73363,73363,0,Match
06-03-2024,0,285384,62695,GBP,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,93518,93518,0,Match
06-03-2024,0,221956,4398,EUR,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,27944,27944,0,Match
06-03-2024,0,221956,4398,EUR,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,22684,22684,0,Match
06-03-2024,0,408013,4929,EUR,ALL OTHER PRINCIPAL,ALL OTHER PRINCIPAL,18102,7310,10792,Break
07-03-2024,0,221956,4398,EUR,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,99351,65875,33476,Break
07-03-2024,1,605563,4398,GBP,ALL OTHER DEFERRED,ALL OTHER PRINCIPAL,15748,15748,0,Match
08-03-2024,2,731067,4398,EUR,ALL OTHER PRINCIPAL,ALL OTHER PRINCIPAL,72481,72481,0,Match
08-03-2024,3,107844,4929,GBP,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,25446,25446,0,Match
09-03-2024,3,618986,4929,EUR,ALL OTHER DEFERRED,ALL OTHER PRINCIPAL,2754,2754,0,Match
10-03-2024,2,812567,62695,USD,ALL OTHER DEFERRED,ALL OTHER DEFERRED,72783,72783,0,Match
10-03-2024,0,285384,62695,GBP,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,58440,58440,0,Match
11-03-2024,0,408013,4929,EUR,ALL OTHER PRINCIPAL,ALL OTHER PRINCIPAL,27981,27981,0,Match
11-03-2024,3,350824,4929,EUR,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,92105,65560,26545,Break
12-03-2024,3,618986,4929,EUR,ALL OTHER DEFERRED,ALL OTHER PRINCIPAL,96947,20704,76243,Break
12-03-2024,1,521127,62695,EUR,ALL OTHER DEFERRED,ALL OTHER PRINCIPAL,8091,8091,0,Match
14-03-2024,0,926960,62695,EUR,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,97084,515,96569,Break
15-03-2024,0,959126,4398,GBP,ALL OTHER DEFERRED,ALL OTHER PRINCIPAL,93907,93907,0,Match
16-03-2024,0,941109,4929,USD,ALL OTHER DEFERRED,ALL OTHER PRINCIPAL,71664,71664,0,Match
17-03-2024,0,232256,62695,EUR,ALL OTHER DEFERRED,ALL OTHER DEFERRED,61473,61473,0,Match
17-03-2024,0,861486,62695,EUR,ALL OTHER PRINCIPAL,ALL OTHER PRINCIPAL,61326,61326,0,Match
18-03-2024,0,221956,4398,EUR,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,68489,54524,13965,Break
19-03-2024,0,861486,62695,EUR,ALL OTHER PRINCIPAL,ALL OTHER PRINCIPAL,39338,39338,0,Match
20-03-2024,0,959126,4398,GBP,ALL OTHER DEFERRED,ALL OTHER PRINCIPAL,19750,19750,0,Match
21-03-2024,0,285384,62695,GBP,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,39836,39836,0,Match
21-03-2024,3,107844,4929,GBP,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,18039,27856,-9817,Break
21-03-2024,0,285384,62695,GBP,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,75973,75973,0,Match
21-03-2024,0,408013,4929,EUR,ALL OTHER PRINCIPAL,ALL OTHER PRINCIPAL,37162,37162,0,Match
22-03-2024,2,731067,4398,EUR,ALL OTHER PRINCIPAL,ALL OTHER PRINCIPAL,73554,73554,0,Match
23-03-2024,0,408013,4929,EUR,ALL OTHER PRINCIPAL,ALL OTHER PRINCIPAL,31992,31992,0,Match
23-03-2024,0,861486,62695,EUR,ALL OTHER PRINCIPAL,ALL OTHER PRINCIPAL,21436,21436,0,Match
23-03-2024,0,926960,62695,EUR,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,51611,51611,0,Match
23-03-2024,0,408013,4929,EUR,ALL OTHER PRINCIPAL,ALL OTHER PRINCIPAL,9081,9081,0,Match
24-03-2024,1,851591,62695,EUR,ALL OTHER DEFERRED,ALL OTHER DEFERRED,26179,38207,-12028,Break
24-03-2024,2,731067,4398,EUR,ALL OTHER PRINCIPAL,ALL OTHER PRINCIPAL,40391,40391,0,Match
24-03-2024,0,959126,4398,GBP,ALL OTHER DEFERRED,ALL OTHER PRINCIPAL,88771,88771,0,Match
24-03-2024,0,941109,4929,USD,ALL OTHER DEFERRED,ALL OTHER PRINCIPAL,66254,66254,0,Match
25-03-2024,0,232256,62695,EUR,ALL OTHER DEFERRED,ALL OTHER DEFERRED,16611,59462,-42851,Break
25-03-2024,0,221956,4398,EUR,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,36108,36108,0,Match
25-03-2024,2,812567,62695,USD,ALL OTHER DEFERRED,ALL OTHER DEFERRED,33695,33695,0,Match
25-03-2024,2,791584,4929,GBP,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,84100,84100,0,Match
25-03-2024,3,107844,4929,GBP,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,1240,1240,0,Match
26-03-2024,3,618986,4929,EUR,ALL OTHER DEFERRED,ALL OTHER PRINCIPAL,77552,77552,0,Match
27-03-2024,3,350824,4929,EUR,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,49446,49446,0,Match
27-03-2024,0,593032,62695,GBP,ALL OTHER DEFERRED,ALL OTHER DEFERRED,14763,17022,-2259,Break
28-03-2024,2,791584,4929,GBP,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,74539,48031,26508,Break
28-03-2024,0,408013,4929,EUR,ALL OTHER PRINCIPAL,ALL OTHER PRINCIPAL,81249,81249,0,Match
29-03-2024,0,285384,62695,GBP,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,79892,42351,37541,Break
29-03-2024,0,926960,62695,EUR,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,28746,20330,8416,Break
29-03-2024,3,618986,4929,EUR,ALL OTHER DEFERRED,ALL OTHER PRINCIPAL,55624,58287,-2663,Break
30-03-2024,3,954576,4398,EUR,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,74415,30137,44278,Break
30-03-2024,1,287558,4929,EUR,ALL OTHER PRINCIPAL,ALL OTHER PRINCIPAL,82115,82115,0,Match
30-03-2024,0,861486,62695,EUR,ALL OTHER PRINCIPAL,ALL OTHER PRINCIPAL,35405,35405,0,Match
30-03-2024,3,954576,4398,EUR,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,90219,90219,0,Match
31-03-2024,1,521127,62695,EUR,ALL OTHER DEFERRED,ALL OTHER PRINCIPAL,96252,96252,0,Match
31-03-2024,0,926960,62695,EUR,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,78931,78931,0,Match
02-04-2024,3,954576,4398,EUR,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,4345,92,4253,Break
05-04-2024,0,926960,62695,EUR,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,91341,91341,0,Match
05-04-2024,3,350824,4929,EUR,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,43397,8539,34858,Break
05-04-2024,0,593032,62695,GBP,ALL OTHER DEFERRED,ALL OTHER DEFERRED,38514,71779,-33265,Break
05-04-2024,1,521127,62695,EUR,ALL OTHER DEFERRED,ALL OTHER PRINCIPAL,2238,2238,0,Match
07-04-2024,2,731067,4398,EUR,ALL OTHER PRINCIPAL,ALL OTHER PRINCIPAL,78901,55837,23064,Break
10-04-2024,3,350824,4929,EUR,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,40758,21332,19426,Break
10-04-2024,3,350824,4929,EUR,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,21903,21903,0,Match
10-04-2024,0,959126,4398,GBP,ALL OTHER DEFERRED,ALL OTHER PRINCIPAL,56273,56273,0,Match
11-04-2024,0,941109,4929,USD,ALL OTHER DEFERRED,ALL OTHER PRINCIPAL,70273,70273,0,Match
11-04-2024,2,812567,62695,USD,ALL OTHER DEFERRED,ALL OTHER DEFERRED,46263,46263,0,Match
11-04-2024,2,791584,4929,GBP,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,71095,86760,-15665,Break
11-04-2024,2,731067,4398,EUR,ALL OTHER PRINCIPAL,ALL OTHER PRINCIPAL,19660,19660,0,Match
11-04-2024,2,812567,62695,USD,ALL OTHER DEFERRED,ALL OTHER DEFERRED,43657,28803,14854,Break
11-04-2024,3,107844,4929,GBP,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,88976,88976,0,Match
12-04-2024,1,521127,62695,EUR,ALL OTHER DEFERRED,ALL OTHER PRINCIPAL,32928,32928,0,Match
13-04-2024,1,521127,62695,EUR,ALL OTHER DEFERRED,ALL OTHER PRINCIPAL,75368,75368,0,Match
13-04-2024,1,521127,62695,EUR,ALL OTHER DEFERRED,ALL OTHER PRINCIPAL,92014,23957,68057,Break
13-04-2024,0,221956,4398,EUR,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,96923,96923,0,Match
14-04-2024,1,851591,62695,EUR,ALL OTHER DEFERRED,ALL OTHER DEFERRED,59769,59769,0,Match
15-04-2024,2,731067,4398,EUR,ALL OTHER PRINCIPAL,ALL OTHER PRINCIPAL,53724,53724,0,Match
15-04-2024,2,812567,62695,USD,ALL OTHER DEFERRED,ALL OTHER DEFERRED,66271,66271,0,Match
16-04-2024,0,408013,4929,EUR,ALL OTHER PRINCIPAL,ALL OTHER PRINCIPAL,68889,68889,0,Match
16-04-2024,2,731067,4398,EUR,ALL OTHER PRINCIPAL,ALL OTHER PRINCIPAL,35330,35330,0,Match
17-04-2024,1,521127,62695,EUR,ALL OTHER DEFERRED,ALL OTHER PRINCIPAL,65021,39530,25491,Break
17-04-2024,1,521127,62695,EUR,ALL OTHER DEFERRED,ALL OTHER PRINCIPAL,82498,82498,0,Match
18-04-2024,1,851591,62695,EUR,ALL OTHER DEFERRED,ALL OTHER DEFERRED,45539,45539,0,Match
18-04-2024,3,350824,4929,EUR,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,19172,19172,0,Match
18-04-2024,1,605563,4398,GBP,ALL OTHER DEFERRED,ALL OTHER PRINCIPAL,82074,82074,0,Match
18-04-2024,3,618986,4929,EUR,ALL OTHER DEFERRED,ALL OTHER PRINCIPAL,38227,38227,0,Match
19-04-2024,0,408013,4929,EUR,ALL OTHER PRINCIPAL,ALL OTHER PRINCIPAL,21886,21886,0,Match
19-04-2024,0,926960,62695,EUR,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,58440,72530,-14090,Break
19-04-2024,3,954576,4398,EUR,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,929,929,0,Match
19-04-2024,0,232256,62695,EUR,ALL OTHER DEFERRED,ALL OTHER DEFERRED,75424,75424,0,Match
19-04-2024,2,731067,4398,EUR,ALL OTHER PRINCIPAL,ALL OTHER PRINCIPAL,2051,2051,0,Match
19-04-2024,1,287558,4929,EUR,ALL OTHER PRINCIPAL,ALL OTHER PRINCIPAL,58356,92209,-33853,Break
20-04-2024,2,791584,4929,GBP,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,19261,24122,-4861,Break
20-04-2024,0,861486,62695,EUR,ALL OTHER PRINCIPAL,ALL OTHER PRINCIPAL,72907,39055,33852,Break
21-04-2024,2,791584,4929,GBP,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,12235,68459,-56224,Break
21-04-2024,0,232256,62695,EUR,ALL OTHER DEFERRED,ALL OTHER DEFERRED,86969,86969,0,Match
21-04-2024,0,926960,62695,EUR,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,91483,64175,27308,Break
23-04-2024,0,221956,4398,EUR,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,90022,6738,83284,Break
24-04-2024,1,851591,62695,EUR,ALL OTHER DEFERRED,ALL OTHER DEFERRED,13011,13011,0,Match
24-04-2024,2,731067,4398,EUR,ALL OTHER PRINCIPAL,ALL OTHER PRINCIPAL,84387,13803,70584,Break
24-04-2024,0,221956,4398,EUR,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,35597,40571,-4974,Break
26-04-2024,1,851591,62695,EUR,ALL OTHER DEFERRED,ALL OTHER DEFERRED,83546,83546,0,Match
27-04-2024,0,408013,4929,EUR,ALL OTHER PRINCIPAL,ALL OTHER PRINCIPAL,11319,9640,1679,Break
27-04-2024,0,593032,62695,GBP,ALL OTHER DEFERRED,ALL OTHER DEFERRED,59524,59524,0,Match
27-04-2024,1,521127,62695,EUR,ALL OTHER DEFERRED,ALL OTHER PRINCIPAL,71225,56515,14710,Break
27-04-2024,0,941109,4929,USD,ALL OTHER DEFERRED,ALL OTHER PRINCIPAL,55057,55057,0,Match
28-04-2024,2,731067,4398,EUR,ALL OTHER PRINCIPAL,ALL OTHER PRINCIPAL,70874,58455,12419,Break
28-04-2024,0,941109,4929,USD,ALL OTHER DEFERRED,ALL OTHER PRINCIPAL,20425,20425,0,Match
28-04-2024,2,731067,4398,EUR,ALL OTHER PRINCIPAL,ALL OTHER PRINCIPAL,14523,14523,0,Match
28-04-2024,0,959126,4398,GBP,ALL OTHER DEFERRED,ALL OTHER PRINCIPAL,961,961,0,Match
28-04-2024,0,593032,62695,GBP,ALL OTHER DEFERRED,ALL OTHER DEFERRED,38224,9046,29178,Break
29-04-2024,2,812567,62695,USD,ALL OTHER DEFERRED,ALL OTHER DEFERRED,87553,87553,0,Match
30-04-2024,0,232256,62695,EUR,ALL OTHER DEFERRED,ALL OTHER DEFERRED,85733,85733,0,Match
30-04-2024,0,285384,62695,GBP,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,10140,10140,0,Match
30-04-2024,0,959126,4398,GBP,ALL OTHER DEFERRED,ALL OTHER PRINCIPAL,84157,84157,0,Match
30-04-2024,1,851591,62695,EUR,ALL OTHER DEFERRED,ALL OTHER DEFERRED,83035,83035,0,Match
01-05-2024,1,605563,4398,GBP,ALL OTHER DEFERRED,ALL OTHER PRINCIPAL,64862,64862,0,Match
01-05-2024,0,593032,62695,GBP,ALL OTHER DEFERRED,ALL OTHER DEFERRED,65336,65336,0,Match
01-05-2024,3,954576,4398,EUR,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,19327,19327,0,Match
01-05-2024,0,959126,4398,GBP,ALL OTHER DEFERRED,ALL OTHER PRINCIPAL,1827,1827,0,Match
01-05-2024,0,285384,62695,GBP,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,71845,71845,0,Match
02-05-2024,3,954576,4398,EUR,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,95840,95840,0,Match
02-05-2024,0,285384,62695,GBP,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,35624,48364,-12740,Break
03-05-2024,1,521127,62695,EUR,ALL OTHER DEFERRED,ALL OTHER PRINCIPAL,33558,33558,0,Match
03-05-2024,3,350824,4929,EUR,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,40229,40229,0,Match
03-05-2024,0,593032,62695,GBP,ALL OTHER DEFERRED,ALL OTHER DEFERRED,91539,91539,0,Match
04-05-2024,1,851591,62695,EUR,ALL OTHER DEFERRED,ALL OTHER DEFERRED,69418,69418,0,Match
05-05-2024,1,287558,4929,EUR,ALL OTHER PRINCIPAL,ALL OTHER PRINCIPAL,51035,51035,0,Match
06-05-2024,2,791584,4929,GBP,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,28456,28456,0,Match
06-05-2024,1,521127,62695,EUR,ALL OTHER DEFERRED,ALL OTHER PRINCIPAL,21882,21882,0,Match
07-05-2024,2,812567,62695,USD,ALL OTHER DEFERRED,ALL OTHER DEFERRED,7974,92907,-84933,Break
07-05-2024,2,812567,62695,USD,ALL OTHER DEFERRED,ALL OTHER DEFERRED,40084,40084,0,Match
09-05-2024,1,605563,4398,GBP,ALL OTHER DEFERRED,ALL OTHER PRINCIPAL,45428,45428,0,Match
09-05-2024,3,107844,4929,GBP,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,5043,5043,0,Match
09-05-2024,0,232256,62695,EUR,ALL OTHER DEFERRED,ALL OTHER DEFERRED,71480,71480,0,Match
09-05-2024,1,851591,62695,EUR,ALL OTHER DEFERRED,ALL OTHER DEFERRED,21159,51623,-30464,Break
09-05-2024,0,285384,62695,GBP,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,33323,33323,0,Match
10-05-2024,1,287558,4929,EUR,ALL OTHER PRINCIPAL,ALL OTHER PRINCIPAL,81040,81040,0,Match
10-05-2024,2,731067,4398,EUR,ALL OTHER PRINCIPAL,ALL OTHER PRINCIPAL,63814,63814,0,Match
